Tweets	partition	Topics
bom warns brisbane south east queensland face flooding ex cyclone debbie	train	0
get evacuated fucking cyclone debbie	train	0
cyclone debbie tail hitting u today getting flooded said going get worse	train	0
cyclone debbie strike queensland australia full fury new york time	train	0
every school business gc closed tomorrow flash flooding thanks cyclone debbie	train	0
natural disaster zone declared new south wale wake cyclone debbie	train	0
saw bbc thought see cyclone debbie monster storm make landfall australia	train	0
airlie beach catering service opened door anyone wanting free feed amazing spirit display	train	0
cyclone debbie hitting hard day getting harder sandbag place riding	train	0
month worth rain expected brisbane today stay safe people	train	0
stuck home three kid today flooding rain due delightful cyclone debbie	train	0
latest flash flooding update ex tropical cyclone debbie	train	0
explorer forewarned drink water cyclone debbie cause also flooding clearing	train	0
careful head onto street big storm via qldfes	train	0
qld school agnes water state line incl shut today due ex flooded forget	train	0
dead bull shark found aftermath cyclone debbie	train	0
tenant home damaged cyclone debbie must continue pay rent via domaincomau	train	0
gold coast flooding clear water island video richy anderson story	train	0
newssydney cyclone debbie make landfall bowen amp airlie beach live coverage channel	train	0
major bank offer assistance package cyclone debbie customer	train	0
folk rain south east queensland coming ex cyclone debbie time stay home	train	0
flood risk follows cyclone debbie wake	train	0
whatever tell chris uhlmann	train	0
excellent infographics strength impact along qld amp nsw coast	train	0
customer without supply biggest priority today power generation essent	train	0
family plenty water around many road still closed town cyclone debbie certainly made sure remember	train	0
would farkon idea	train	0
school cancelled today due aftermath cyclone debbie	train	0
ex cyclone debbie made way brissy	train	0
super hot humid yesterday amp last night damp amp freezing proverbial bollock another day syd	train	0
ex tropical cyclone debbie heading way school north south east qld closed	train	0
getting hit ex tropical cyclone named debbie right storm rain flooding heading way right	train	0
ummmm cyclone debbie upto pls cancel flight brizzy tomorrow ling know tala actually coming dj birthday	train	0
expedia cyclone debbie australia caused flight booked cancelled getting help calling need help refund	train	0
still stranded thousand cut supply diminishing cyclone debbie	train	0
hilarious kid finally wake find se qld school closed due rain cyclone debbie	train	0
road repair worker equipment needed wake annastaciamp turnbullmalcolm jackietrad	train	0
helloworldau u champ amp kevin coombs cup townsville go planned following cyclone debbie	train	0
adventure time chasing cyclone debbie middle creek	train	0
headline via abcnews	train	0
cyclone debbie cockatoo cyclone debbie cockatoo	train	0
cyclone debbie smashing way south	train	0
latest news aftermath cyclone debbie see abcnews live blog via abcnews	train	0
far family require emergency housing fnq newsqueensland	train	0
gorgeous heart warming little update debbie cyclone cocky via tsv bulletin	train	0
cyclone debbie dump bull shark middle queensland road	train	0
ex cyclone debbie death feared lismore lose power queensland latest	train	0
pretty scary stuff good enough reason seriously tackle climate change thepmo	train	0
battered cyclone debbie cockatoo dy	train	0
great place stay pacific pine looking little wet though	train	0
service update gt due service limited townsville lt gt cairn bus cancelled contact	train	0
truck submerged floodwaters cyclone debbie	train	0
high definition satellite image pm awst tropical cyclone debbie	train	0
yo micomfestival shout fest friend still dealing remnant lindswebb thedeshman gregsullivanha et al	train	0
cyclone debbie police search owner car found floodwaters live	train	0
socialrepose cyclone debbie fuck u	train	0
early report damage wake australia cyclone debbie	train	0
cyclone debbie devastating flood seen air	train	0
sure kid would fine school today	train	0
sydney wettest march year result ex tropical cyclone debbie please take extra care	train	0
brisbane weather school close cyclone debbie hit	train	0
one want drive flood water often like surface	train	0
cyclone debbie expert fear damage oz already vexed great barrier reef via bbc	train	0
ergonenergy power whole nw side gap qld narambi st street	train	0
fun diy storm cartoon viz one	train	0
cyclone debbie context severe storm comparison weather event guardiannews	train	0
mackay local disaster management group met following cyclone debbie crossing coast	train	0
monster cyclone debbie batter northeast australia	train	0
nasa see approaching landfall nasa aqua	train	0
dude cyclone debbie shut school heck yeah	train	0
localised flooding windsor tcdebbie abcnews	train	0
queensland school close ex cyclone debbie brings wild weather south newsqueensland	train	0
ex cyclone debbie people trapped flood around mackay live	train	0
light impact cyclone debbie number store closed today qld check google store hour	train	0
survived cyclone debbie thanks parma coriander advocate concern kent	train	0
dead bull shark wash severe flood	train	0
marg mcalister rebecca lang talking cyclone debbie positive vibe sent way lady x	train	0
may ex cyclone debbie still cranky bitch mopping patio count active rest	train	0
cyclone debbie tourism operator concerned visitor spooked	train	0
favourite place late october race pit lane come racing time	train	0
could brace today debbie damage	train	0
graceville train station video emmie lou live coverage channel stream	train	0
family build makeshift bunker home cyclone debbie smash queensland coast	train	0
good luck powerlinkqld crew community recover impact stay saf	train	0
ex tropical cyclone debbie moving south toward northern nsw thursday st march bringing potential heavy rain	train	0
gone thru cyclone debbie made bit mess moranbah	train	0
thought prayer affected devastation cyclone debbie stay safe	train	0
bit flooding area may need ark tonight	train	0
ex cyclone debbie people trapped flood around mackay live	train	0
due severe weather event cyclone debbie keno ahg expo closing today pm	train	0
brisbane weather school close cyclone debbie hit	train	0
behind scene reporting tropical cyclone debbie bill mcdonald tcdebbie news	train	0
thought affected cyclone debbie last day corn crop	train	0
thousand told evacuate ex cyclone debbie wreaks havoc lt see	train	0
resident tweed ordered evacuate tweed river expected go major flood	train	0
hope mate right	train	0
target australia charge water cyclone debbie	train	0
pix queensland cyclone debbie	train	0
forecast rain amp crocodile	train	0
hate insensitive debbie artist	train	0
cyclone debbie pumels hamilton island via youtube	train	0
starting really feel effect cyclone debbie	train	0
ex cyclone debbie people trapped flood around mackay live	train	0
drenched cocky loses battle	train	0
debbie joke c afp	train	0
queensland clean cyclone debbie via abcemergency	train	0
cyclone debbie move south bringing torrential rain via mailonline	train	0
survived cyclone debbie dead yet jk alive well power internet service drop ill try update	train	0
sydney weather wet wild condition ahead ex cyclone debbie drift south sydney morning herald	train	0
one shot yesterday morning effect cyclone debbie reached	train	0
due tropical cyclone debbie devastating whitsunday region air whitsunday seaplane cancelled flight	train	0
shark sandbag surfing cyclone debbie brings flood queensland cnn	train	0
cyclone debbie hitting brisbane	train	0
wishing emergency service best luck doubt long day	train	0
got richardhammond talk animal	train	0
video thousand shelter cyclone debbie hit australia	train	0
pretty relieved spared cyclone debbie family airlie beach saw worst little exhausted	train	0
find offering support victimes including one payday lender	train	0
ex tropical cyclone debbie	train	0
current weather cyclone debbie tropical storm hence stream til flash flooding power outage amp	train	0
last line lack training gabba thanks kmj co happens year north trained	train	0
feel guy pain drive bit like dodging flooded street	train	0
beach across closed lifesavingqld newsqueensland newssc	train	0
okay fun go away sick cancelling shit rain	train	0
say flooded forget	train	0
ex cyclone debbie major flood hit northern nsw logan gold coast live	train	0
hope everyone back home stay stay flooding ex cyclone debbie	train	0
tropical cyclone debbie flurry nonsensical executive order coming white house	train	0
thousand shelter screaming howling cyclone debbie hit north australia	train	0
burdekin river next snowy river scheme amp suez canal murry darling system save th	train	0
running clarity accreditation australia amp watching news cyclone debbie beware price banana mango go	train	0
cyclone debbie mark ii southeast qld set lashed disaster wake	train	0
school closed check work shut check rain n water everywhere check shoe ruined check cyclone debbie checklist	train	0
teasdalemaxine cyclone debbie cyclone gladman xx going effect weather next day going	train	0
ex watch tamworth nsw grass growing rate mm hour	train	0
pah worse macclesfield	train	0
sa emergency service deploy queensland	train	0
missed cyclone debbie hamilton island one day dream trip great barrier reef cancelled	train	0
update flooding ongoing still flash flooding across south east visit info	train	0
funniest guy melbourne today go	train	0
kate south east queensland school shut ex cyclone track south	train	0
increasingly angry tourist urged drink water whitsunday cyclone debbie aftermath	train	0
cyclone debbie expert fear damage great barrier reef	train	0
cyclone debbie living name	train	0
cyclone debbie passed	train	0
huge drenching area effect cyclone debbie break weather	train	0
act provide cyclone help qld	train	0
six people sippy creek road evacuated swift water rescue team danimcpherson	train	0
r receiving tail end cyclone debbie lot flooding school queensland aust closed wind wild	train	0
well atleast solved drought problem maybe debbie like qld drought water never fear cyclone debbie	train	0
bom warns brisbane south east queensland face flooding ex cyclone debbie	train	0
affected tropical cyclone debbie find support amp assistance available	train	0
nsw flood debbie remnant lash state	train	0
wet wet wet today great day stay indoors ex tropical cyclone debbie spread northern nsw	train	0
fucking kidding debbie	train	0
nasanpp provided look tropical cyclone debbie made landfall queensland bringing heavy	train	0
met office heavy rain continues ex cyclone debbie	train	0
lived california raccoon live qld	train	0
currently trapped cyclone debbie seen many hurricane season miami scary bus stay safe everyone	train	0
father son enjoying risking bodyboarding action barney point	train	0
another good reason drive floodwater could underneath surface	train	0
tour boat back water whitsunday island business airlie beach working around	train	0
got call auntie debbie make sure cyclone also called debbie flattened house	train	0
queensland school closed cyclone debbie wreaks havoc	train	0
cyclone debbie rnz live coverage pic afp	train	0
holiday hell hamilton island cyclone debbie	train	0
would stand edge give shiver looking people	train	0
crazy weather right ex cyclone debbie around corner place	train	0
cyclone debbie rain brisbane sydney snow victoria	train	0
thousand told evacuate continues wreak havoc	train	0
gt gt holiday hell hamilton island cyclone debbie	train	0
house almost flood rain cyclone debbie thanks s helping today much love mountain	train	0
drenched system move south east queensland	train	0
brisbane weather ex tropical cyclone debbie samford via youtube	train	0
qld amp nsw heavy rain flooding expected ex tropical cyclone debbie move south east	train	0
tv journos cop flak risky cyclone debbie coverage b amp	train	0
fatzgorrie good luck amp family rain cyclone debbie mate	train	0
really hoping debbie make cable drop pd time	train	0
mackay issue evacuation order following ex tropical cyclone debbie courier mail	train	0
dad ate shark liver said tasted like oyster crewmates said would get lifeboat	train	0
moving today cyclone debbie come come	train	0
truck submerged floodwaters cyclone debbie	train	0
well work got cancelled today due flash flood cyclone debbie	train	0
matter many time people told drive flood water always ignore	train	0
cyclone debbie batter northeast australia	train	0
qgovmedia emergency contact info ipswichcouncil assistance available stay safe everyone	train	0
bonjour gold coast stay away cyclone debbie sofitel gold	train	0
effect cyclone debbie felt south eastern part state flooding still	train	0
qpsmedia hotline call amp check relative caught cyclone debbie area comms find	train	0
absolutely batshit insane way people reacted cyclone debbie	train	0
every single school queensland shut today cyclone debbie whole state happy get day today though	train	0
insurer hit cyclone debbie claim brace	train	0
talfishman cyclone debbie finished bad weather moved seq live school closed till	train	0
day decide go australia zoo debbie cyclone decides bring rain u c TM f e	train	0
imagine tragedy awaits hidden water someone decided drive	train	0
tropical cyclone debbie saw ausyfish utc	train	0
ahhhhh stargazing back whatttttt	train	0
tail cyclone debbie reaching gold coast	train	0
cyclone debbie update eye wall severe tropical cyclone debbie continues impact whitsunday	train	0
flooding queensland australia chopperdaveqld	train	0
hope everyone okay xx	train	0
coast resident lose power ex cyclone debbie approach via aunewstoday	train	0
school closed brisbane brace nightmare cyclone debbie wake	train	0
first road block police officer wave u saying thanks coming redcrossau	train	0
last isla maxi cyclone debbie flash sale bunker shop til drop	train	0
baby delivered safe dry ambulance station cyclone debbie	train	0
ex tropical cyclone debbie drenching rest qld make sure stay safe	train	0
dear cyclone debbie fuck	train	0
cyclone debbie make landfall australia	train	0
rain check reader hope meeting ya author lynette noni dampened wild weather ex cyclone debbie dis	train	0
shocking photo cyclone debbie destruction daily mail	train	0
sending love queensland youtubers viewer family amp friend affected cyclone debbie amp aftermath	train	0
rip uni today qut	train	0
airbnbhelp cancel guest reservation due cyclone debbie cutting access road multiple place extenuating	train	0
imagine training time day day week week event cancelled cyclone debbie absolute flog	train	0
extremely dangerous behaviour captured murwillumbah weir tcdebbie qldweather news	train	0
apparently sydney expecting leftover cyclone debbie hoping swimming cancelled tomorrow	train	0
home state could beat home state saying	train	0
raining harder think ever seen rain even close cyclone debbie nut	train	0
stay safe back gang	train	0
thank cyclone debbie	train	0
bad stay sheltered dry	train	0
wildlife often forgotten nature strike blow hope good people north amp central qld keepi	train	0
everyone brisbane anyone affected cyclone debbie please stay safe	train	0
luten heykatiek laucoughlan meanwhile queensland	train	0
cyclone debbie expert fear damage great barrier reef	train	0
thought affected devastating amp responding assist stay safe amp remember	train	0
please like thanks	train	0
school se qld closed	train	0
sorry say emeraldlakesmarkets cancelled week due	train	0
cyclone debbie rockhampton brace fitzroy river head toward flood level abc online abc online cyclone	train	0
queensland venue issue update tonight urthboy prevail spiderbait show cyclone debbie hit	train	0
post cyclone debbie cat b assistance natural disaster relief recovery arrangement available	train	0
mother nature real bitch c TM scientist worry cyclone debbie impact great barrier reef	train	0
huge cyclone seen i	train	0
got love attitude	train	0
myleehogan mylee good morning well amp truly wake cyclone debbie alexandra headland malcolm lum	train	0
due severity weather ex tropical cyclone debbie pool spa megastore closing pm	train	0
school closed queensland southeast today ex cyclone debbie track south	train	0
thankful family daughter husband grandchild safe thankful amazing response	train	0
school today cancelled cyclone debbie	train	0
ex cyclone debbie hit south east queensland flash flooding expected live	train	0
body found ex cyclone debbie flood	train	0
cyclone debbie monster storm make landfall australia	train	0
thanks nice behind scene	train	0
good day everyone pm est ex tropical cyclone debbie located inland central queensland south west	train	0
remains edge cyclone debbie reach u luckily house fine flooded left right centre	train	0
nothing bad going happen today cyclone debbie happens least school today sip tear	train	0
brazilian never give noix sai olho ciclone mesmo	train	0
happened debbie cyclone cockatoo	train	0
lgbtsameen debbie aussie name cyclone laughing want next one sharon	train	0
cyclone debbie wreaks havoc storm tear australia	train	0
keep date traffic condition including flooded road qld traffic app	train	0
ex cyclone debbie force mass closure queensland school	train	0
thousand told evacuate ex cyclone debbie wreaks havoc part queensland northern nsw battered	train	0
seq weather ex tropical cyclone debbie nq begin survey aftermath bearing brunt	train	0
cyclone debbie expert fear damage great barrier reef	train	0
queue bakery morning theage brisbanetimes	train	0
family certainly never forget cyclone debbie guess named little miracle	train	0
mightycampers complete rip merchant given current situation cyclone debbie still stand fee return cairn	train	0
cyclone debbie hitting u hard road house metre fast flowing	train	0
spencerhowson like wind patrick swayze ex tropical cyclone debbie jam	train	0
well someone going help back water	train	0
cyclone debbie nsw sydney lashed rain damaging wind	train	0
find miner impacted	train	0
nsw feeling effect ex cyclone debbie fear wild wind flash flooding reaching sydney	train	0
ex cyclone debbie people trapped flood around mackay live	train	0
cyclone debbie brisbane drenched system move south east queensland via abcnews	train	0
tank full flowing	train	0
brisbane venue split response ex tc debbie arrival still safe	train	0
shark found australia puddle cyclone debbie	train	0
abc australian surf jet ski raging floodwaters caused tropical cyclone debbie	train	0
stay safe qld thought prayer go	train	0
sunshine coast getting hammered ex tropical cyclone debbie	train	0
sure scarier shark floodwater fact sharknado proven true story	train	0
well made super sad	train	0
fucking cyclone debbie better get flight cancelled rage	train	0
like jumbo jet roof cyclone debbie hit north east australia happened	train	0
dlissing hallmarkchannel heartiefan daniel amp family safe amp careful cyclone debbie	train	0
fails dampen queenslanders spirit st lawrence local try luck catching barra	train	0
rossriverdam look like tsv get rain	train	0
news cyclone debbie deadly storm batter australia via youtube	train	0
dead bull shark found aftermath cyclone debbie	train	0
people without power feel lucky affected	train	0
well public safety maybe car body count would quantitative	train	0
way early school pickup thanks ex cyclone debbie	train	0
c global warming lifetime due	train	0
insurance bill cyclone debbie expected rise bn	train	0
gm poring rain getting tail end cyclone debbie ok behind cloud sun shini	train	0
cyclone debbie ripping queensland new one hope everyone okay channel	train	0
cyclone kindly leave	train	0
thinking everyone qld tropical cyclone debbie collection pic social medium	train	0
miss cyclone debbie really overstaying welcome also getting noisy choosing	train	0
debbie cockatoo saved category cyclone died	train	0
school closed ex tropical cyclone debbie descends south east queensland latest news headline ninemsn	train	0
good evening everyone ex debbie continues pummel qld ne nsw heavy rain damage	train	0
debbie bit downer need emergency maintenance taken care contact u	train	0
school closed tourism affected cyclone debbie	train	0
cyclone debbie hit south east queensland	train	0
great ending courttheshark doc	train	0
holiday hell hamilton island cyclone debbie	train	0
sharknado man eater wash cyclone debbie video photo	train	0
sydney weather wet wild condition ahead ex cyclone debbie drift south	train	0
googleaused ex cyclone debbie head south live update australian	train	0
reason prep beforehand	train	0
cyclone debbie dump bull shark middle queensland road	train	0
road today please check flooded road	train	0
valued customer due cyclone debbie drenching entire state qld rain	train	0
thanks canceling class cyclone debbie	train	0
cyclone debbie still brisbane km	train	0
mystic go outside cyclone debbie holding hostage	train	0
today render come letter b bugger debbie	train	0
army helper deployed townsville affected community lauren cooney	train	0
school bed apartment flooding yo thanks	train	0
ex tropicsl cyclone debbie officially	train	0
thousand still cut supply diminishing destructive cyclone debbie	train	0
help people affected sm word debbie go affected community news mail	train	0
cyclone debbie footage show monster storm hit queensland	train	0
cousin food truck headed area affected cyclone debbie making sure everyone	train	0
guest evacuated today thankfully	train	0
ex cyclone debbie authority fear death northern nsw flood	train	0
water rise logancc great know recoveryqld team helping affected	train	0
thank much totally awesome people weather today much	train	0
said noticed damaged building made fibro amp tin	train	0
road destroyed floodwater airlie beach	train	0
class cancelled today result cyclone debbie take opportunity relax try get ahead class f	train	0
newsqueensland said extc debbie cat cyclone cross bundaberg rewound double check	train	0
transdev ted qld feel bus ferry team customer cyclone debbie stay safe qld	train	0
bull shark becomes unlikely victim cyclone debbie via newscomauhq	train	0
dear seqwater wait wivenhoe fill open gate	train	0
b westy tail end cyclone debbie hit surfer paradise advised stay indoors eso powering load eps gr	train	0
disaster joy australia cyclone debbie strike global research	train	0
thinking family amp friend deal amount rain ex cyclone debbie stay safe xoxo	train	0
right getting heavy rain ex tropical cyclone debbie heavy rain backyard flooded going nothing day	train	0
oh noooo aussie battler loses fight	train	0
please drive need emergency personnel want save	train	0
road closure information	train	0
report serious injury stage due cyclone debbie	train	0
picture damage caused australia cyclone debbie	train	0
one class currently extreme event another flood fluvial system think summoned ex cyclone debbie	train	0
something see everyday shark washed road following cyclone debbie flood	train	0
streamed lecture morning cbl class canceled remnant cyclone debbie brisbane closed	train	0
assistance queensland community affected tropical cyclone debbie via skinnergj	train	0
cyclone debbie south east queensland prepares powerful flash flooding	train	0
rapgodest xx mrdalekjd yea cyclone debbie paying attention even though family side au	train	0
home damaged unliveable help available thru dept housing public work	train	0
flooding cyclone debbie wreaks havoc queensland coal industry	train	0
breaking premier annastacia palaszczuk hold press conference regarding latest ex	train	0
hello world copping lot rain edge cyclone debbie result class today cancelled	train	0
bull shark tropical cyclone debbie queensland utc	train	0
debbie ex cyclone damage wet	train	0
plutekplutek hi flight may affected date information regarding cyclone debbie affected	train	0
pennybuykx country full dangerous thing	train	0
brisbane trend cyclone debbie queensland news queen mackay	train	0
abc cyclone debbie closed school student suffer	train	0
going family drive cyclone debbie pray u	train	0
cyclone debbie design city withstand natural disaster via archanddesign	train	0
terrinakamura robertofloxley somidalsgaard scarlett billy amp sitting edge cyclone debbie	train	0
sister get day today school celina knew knew asked cyclone debbie come f	train	0
cyclone debbie monster storm trash woman island resort room latest news headline ninemsn news	train	0
cam delayed due part editor involved cyclone debbie queensland support go family	train	0
uh seriously considering go work today	train	0
awesomewhit hey booked package cyclone debbie wanted make sure get cancelled	train	0
cyclone dump bull shark middle road	train	0
worry international friend australia safe trust	train	0
school closed brisbane brace nightmare cyclone debbie wake	train	0
plenty power line problem still found day cyclone debbie storm response capt ty canfield	train	0
cyclone debbie expert fear damage great barrier reef bbc news bbc uk news science	train	0
part northern nsw south east queensland flood levee lismore overflow s say	train	0
make cyclone debbie cancelling tuesday work day wonderful therapist mark ross moana	train	0
cyclone debbie family australia please stay safe wherever f f f	train	0
well ex cyclone debbie broke flood record murbah rain high tide still come stay safe	train	0
premise still without power sunshine coast live coverage channel	train	0
maria donkey bad shape pioneer river climb daily mercury	train	0
wow cyclone debbie sure bag half wind power flicked going	train	0
damage due cyclone debbie township airlie beach south northern australian city townsville	train	0
cyclone debbie last little twist	train	0
cyclone smash australia coast tropical cyclone debbie making landfall across coast northeast	train	0
storm flash flooding may hit ipswich cyclone	train	0
breaking premier annastacia palaszczuk hold press conference regarding latest ex	train	0
bevy debbie peregian beach	train	0
sarahmayc hi sarah fiona bbc would like talk cyclone debbie dm pls x	train	0
debbie left queensland yet stay safe everyone live update	train	0
hear safe assume drowned cyclone debbie	train	0
cyclone smash australia coast tropical cyclone debbie making landfall across coast northeast	train	0
thinking sister family nsw australia	train	0
flooding photo taken morning	train	0
eye remnant cyclone debbie finished u	train	0
stay safe qld bridge still operational avoid travel	train	0
vertiigogaming sure live australia hope fam safe light cyclone debbie	train	0
reuters thousand shelter screaming howling cyclone debbie hit north australia	train	0
wot wet weather plan today	train	0
keen trip nelson bay weekend damn cyclone debbie really screwed	train	0
school get cancelled rain cyclone debbie	train	0
image show highway cracked two amid aftermath cyclone debbie mailonline	train	0
bit flood water nice water feature really	train	0
joehuddler dannymcginlay breaking sevco fan kill cockatoo	train	0
dynamightt sister stuck hamilton island cyclone debbie contact	train	0
local make best bad weather following ex cyclone debbie	train	0
mulala evalisto feeling great contemplating life cyclone debbie occurs state good school	train	0
cole food stock ransacked	train	0
hamilton island left decimated cyclone debbie hundred people stranded island battle	train	0
thousand shelter cyclone debbie hit north australia	train	0
inspecting aftermath w turnbullmalcolm nth qlders r resilient day week amp month ahead r go	train	0
cyclone debbie rolling nsw expected damaging wind	train	0
calling ex cyclone debbie mean still love tracy cheating forty year	train	0
idiot business putting profit people	train	0
stay safe hope pass soon	train	0
school cancelled thanks cyclone debbie x	train	0
barely made home victoria northey victoria nicholas newmarket road	train	0
many people area getting sand bag	train	0
speaking ergon yesterday power whitsunday still day away	train	0
stay home people please	train	0
gold coast school shut today business asked close lunchtime ex cyclone debbie nears	train	0
baby girl born safely cyclone debbie	train	0
widespread flooding ex cyclone debbie head south east via abcnews	train	0
cyclone debbie south east queensland prepares powerful flash flooding	train	0
massive cyclone make landfall northeastern australia	train	0
cyclone debbie finally hit power phone real winner debbie	train	0
cyclone debbie arrived gold coast queensland	train	0
heading hamilton island morning devastation cyclone debbie cancelled hope area recover quick	train	0
school brisbane closed today ex tropical cyclone debbie move east coast australia	train	0
think copy paste go planned propagandist channel	train	0
danni della tempesta bbc thought ex cyclone debbie force mass closure queensland school	train	0
cyclone debbie raging around studio turning night stopped	train	0
gr see qldhealthnews family coming together help thanks also staff relieved	train	0
still want move queensland despite terror cyclone debbie hope everyone ok storm passed	train	0
australia shark wash street cyclone debbie	train	0
sth est take care amp b sensible stayinside allaffected	train	0
catholic school parishioner seek cover cyclone debbie belt north queensland update pm hope	train	0
look like cyclone debbie making appearance cairn	train	0
brother army help w clean cyclone debbie alelo even help w cleaning home	train	0
target australia charge water cyclone debbie via mailonline	train	0
fucking government handout leaning motherfucker	train	0
meet cyclone debbie baby born emergency light via skinnergj	train	0
town underwater people missing flood following cyclone debbie town water	train	0
turnbull shorten visit cyclone debbie zone	train	0
cyclone debbie ruined day	train	0
cyclone debbie death feared australia flood emergency	train	0
lol jet ski dude	train	0
okay retailer fast food place stay open shit storm cyclone debbie	train	0
sunrise carnage cyclone debbie finished unleashing wrath airlie	train	0
sooo cyclone debbie decided holiday brisbane everything closed thanks girl	train	0
mattyoung breaking debbie bush cockatoo saved cyclone debbie found lifeless box morning	train	0
deepest condolence victim cyclone debbie people queensland check	train	0
vicious bitchy cyclone debbie seen km	train	0
due bad weather caused former tropical cyclone debbie staff student usq campus expected campus today	train	0
keeping aussi peep prayer woth storm still blasting	train	0
day holy moly wet ex cyclone debbie match	train	0
awesome queenslanders going need help exhausted staff get shuteye	train	0
school closed brisbane brace nightmare cyclone debbie wake	train	0
qld economy resilient cyclone debbie queensland economy watch	train	0
cyclone debbie proved one thing australian super weird	train	0
cyclone debbie getting way activity	train	0
governor released message support queenslanders affected tropical cyclone	train	0
youcanbethestar torrential rain cyclone debbie still thinking snatching cunt	train	0
sharknado man eater wash cyclone debbie video photo	train	0
severe weather gold coast smashed ex tropical cyclone debbie sting	train	0
cyclone debbie move u nth nsw hunkering wet windy evening	train	0
seen time cuhlmann espouse expertise baseload inertia amp evil	train	0
little family want offer time help clean cyclone debbie tomorrow anyone know	train	0
ritapanahi hey rita awaiting apology every abc news bulletin check plus covered lateline	train	0
backyard st lucia	train	0
cyclone debbie happen grocery price abc online abc online	train	0
important contact queenslanders impacted ex tropical cyclone debbie	train	0
thousand shelter screaming howling cyclone debbie hit north australia	train	0
thousand told evacuate ex cyclone debbie wreaks havoc	train	0
dead bull shark wash severe flood	train	0
ready big day hmm cyclone debbie decided throw tree surgery luck would	train	0
cost nature serious storm cyclone debbie saturated cockatoo photo dy	train	0
get work road flooded c	train	0
ex cyclone debbie australia flood force evacuation cf	train	0
jodiegunders actually owns wedge gumboots thoroughly enjoy wearing wet toowoomba sho	train	0
aftermath cyclone debbie hit south east queensland like seen time	train	0
tenant home damaged cyclone debbie must continue pay rent via domaincomau	train	0
reason number never going australia	train	0
stark photo show hamilton island battered	train	0
ex cyclone debbie landed brisbane overnight heavy rain good chance flooding later nervous wait	train	0
flash flooding emergency area queensland brought ex tropical cyclone debbie	train	0
clear sign saying road closed punter still driving	train	0
school closed storm ex cyclone debbie work catching stuff view window	train	0
mm place ex cyclone debbie hit south east queensland see much rain dumped today	train	0
oh shit real life sharknado b	train	0
aftermath still felt across please stay safe	train	0
one resilient cockatoo like queenslanders	train	0
southeast expect strong wind heavy rain cyclone debbie head south courier mail	train	0
ex cyclone debbie force mass closure queensland school	train	0
didgin end cyclone debbie via youtube	train	0
cyclone debbie one hectic biartch c	train	0
oh guess state effected ex cyclone debbie leftover rain wind approaching	train	0
bowen basin coal mine hopeful reopening soon rain eas abc news	train	0
saw cyclone debbie hit australia glad ok still sharing journey	train	0
cyclone debbie force queensland evacuation	train	0
service update gt due service hervey bay lt gt townsville affected contact	train	0
cyclone debbie photograph capture trail destruction left across north queensland	train	0
breaking flight gold coast cancelled newsgoldcoast newsqueensland	train	0
radiox good afternoon vey wet gold coast getting battering cyclone debbie	train	0
going australia sharknadoes never million year sidney seems nice th	train	0
cyclone debbie force ship take cruise nowhere missscruff	train	0
australia shark wash street cyclone debbie	train	0
school brisbane se queensland closed day ex cyclone debbie move south	train	0
south east queensland lashed ex cyclone debbie	train	0
sod never going swimming ever	train	0
cost tomato capsicum set rise debbie damage	train	0
