tweet_id	tweet_text	label
'541380482769121280'	@dallaswth I'm praying for you #PrayForThePhilippines ὤF❤️	sympathy_and_emotional_support
'541830845233786880'	Where is #RubyPH na? *conyo*	not_related_or_irrelevant
'541556849191821313'	so true #UFC181 #EricGarner #RubyPH #WeLoveYourNewHairJustin #CameronMustGo Street Fighter V Grammy Uber Yakuza 5 http://t.co/YS7Ysfvmpe	not_related_or_irrelevant
'541414562424045568'	@DrRaisYatim Typhoon tears down homes in disaster-weary Philippines: LEGASPI, Philippines, Dec 07, 2014 (AFP) ... http://t.co/tU5sSJQRns	other_useful_information
'541749805739827201'	Collating information. Does anyone know of relief centers where one can donate ? #RubyPH	donation_needs_or_offers_or_volunteering_services
'541219797929693184'	Typhoon's effects felt in Philippines; 600K flee: MANILA, Philippines (AP) ? Powerful Typhoon Hagupit started lashing the eastern Phi...	displaced_people_and_evacuations
'540709892894371840'	&lt;3&lt;3&lt;3 keep safe everyone.. #RubyPH	other_useful_information
'541363668789624833'	RT @Chinkai: Tacloban in the light of day surviving Typhoon #RubyPH. Strong winds here still at 6am. Military patrol the street. http://t.c…	other_useful_information
'541481050115805184'	RT @loisavids: But still, to those who are living in Visayas, especially the Loiyals there, be safe guys! #RubyPH	caution_and_advice
'541462727953108993'	Our province.“@ABSCBNNews: Update in Calapan, Oriental Mindoro: Forced evacuation in 19 coastal barangays; expected evacuees 20,000 #RubyPH”	displaced_people_and_evacuations
'541845176969621504'	RT @9newsph: Philippine Airlines to resume Tacloban flights on December 11 #RubyPH | via @flyPAL	not_related_or_irrelevant
'541126210386788352'	For health emergencies, call the DOH Emergency Hotline at 711-1001 to 02. #rubyph #floodph #beprepared http://t.co/tMNwQBIQDR	other_useful_information
'541555155066306560'	RT @gmanews: #RubyPH Forecast Positions: •24 hour (Dec 8): 60km E of Calapan City, Or. Mindoro or at 160km S of Science Garden, QC http://t…	other_useful_information
'540694483868725249'	RT @pnpdpcr: Here are some Storm Survival Tips in preparation for #Hagupit #RubyPH| Be Prepared @PNPhotline @pnppio @PNP_PCRG http://t.co/e…	caution_and_advice
'541469525384773632'	“@DepEd_PH: MANDALUYONG CITY | #walangpasok Classes in ALL LEVELS are suspended tomorrow, Dec. 8, 2014 | via @MandaluyongPIO” ὄ8 @yheneludo ὠ2	other_useful_information
'541126597684629505'	the most unpredictable storm #RubyPH	other_useful_information
'542162379803328513'	RT @signofthecruz: As for Noli, who only wished half of Hagupit on others, I am declaring him half-heartedly persona non grata. http://t.co…	not_related_or_irrelevant
'540251654428585986'	RT @RyanMaue: Straight runner ... Typhoon #Hagupit now sporting large, ragged filled eye on IR http://t.co/whnb9IlF1V	caution_and_advice
'541381945368649729'	RT @superrjandory: #RubyPH got everyone like http://t.co/mBs33nVjOR	not_related_or_irrelevant
'543083316136935424'	How to provide first aid for fractures http://t.co/42zM1Ft8Mt #philippines	caution_and_advice
'541122198384037890'	Tacloban looks like a ghost city and electricity is cut. People have been evacuated or left, some have even found refuge in caves #RubyPH	displaced_people_and_evacuations
'541238583911145472'	RT @govph: As of 4 am today, #RubyPH was located 240 kms. east northeast of Borongan, Eastern Samar: http://t.co/ZJmr3m1oVN http://t.co/fgp…	other_useful_information
'542879227024908289'	RT @PhilippineStar: Palace ensures smooth flow of #ReliefPH operations in Visayas | http://t.co/ITMPoY7cna	other_useful_information
'542155209011507200'	RT @ANCALERTS: NOW ON ANC: PAGASA press conference on #RubyPH	other_useful_information
'540375974136004611'	RT @BuzzFeedStorm: Super Typhoon Hagupit strengthens with 178 mph max winds as storm tracks toward Philippines, JTWC reports http://t.co/ay…	other_useful_information
'541807808807964672'	Stay safe.   #RubyPH #TyphoonHagupit #Philippines #tumblr http://t.co/5vv1thA9La	caution_and_advice
'541817303268999168'	TYPHOON RUBY : R-EVENGE OF U-NFINISHED B-USINESS OF Y-OLANDA  #RubyPH	not_related_or_irrelevant
'540867432030543872'	RT @ANCALERTS: JUST IN: Typhoon Ruby weakens, with max. winds now at 195kph, down from 215kph. This is due to Ruby's interaction with the a…	other_useful_information
'541799659497193473'	RT @govph: Work is NOT suspended in gov't agencies that provide basic and health services, disaster response: http://t.co/5DDoQVGoOP #RubyPH	caution_and_advice
'541905260239781888'	RT @RedCrossAU: We have enough food for 375k people for three days after Typhoon #Hagupit #RubyPH @philredcross	donation_needs_or_offers_or_volunteering_services
'541919290132152321'	RT @AnthonyEusebio: Pls join us &amp; let's #PrayForThePhilippines ὤF as super Typhoon Hugapit (Smash) hits Philippines now. Thanks!! ὢD 2 Chron …	sympathy_and_emotional_support
'541980893834141696'	Filipinos Return Home After Typhoon Hagupit But Fear Future Storms - http://t.co/SMCvyUCMMj http://t.co/NTuAtGiQCC	other_useful_information
'540811352365727744'	RT @rapplerdotcom: PAGASA forecasters monitor #RubyPH. #RStream  Photo by: Ben Nabong/Rappler http://t.co/D836voKLm4	other_useful_information
'543227943892160514'	Having a good time with my Oh So Funny friends. #walangpasok #FieldtripNila. @DannMauricious @MALIKtheamaZAYN ὠ3ὠ3ὠ3ὠ3ὠ3ὠ3ὠ3ὠ3ὠBὠDὡ8ὢDὡCὡ4ὡ8	not_related_or_irrelevant
'541976037903831040'	#Philippines #Hagupit #RubyPH: 29 #humanitarian sitreps, 50+ maps &amp; latest news in 1 place: http://t.co/7rcHixLSoI http://t.co/GNNNhSnD1R	not_related_or_irrelevant
'542159042072678400'	RT @OPAPP_peace: RT @InqMetro: @MMDA list of flood-prone streets in #MetroManila. Yellow rainfall advisory in effect. #RubyPH http://t.co/B…	infrastructure_and_utilities_damage
'541784808225918977'	RT @gmanews: BSP suspends clearing ops, PSE cancels trading ahead of Typhoon #RubyPH http://t.co/xJSLJH85LN	other_useful_information
'540970527444041728'	UPDATE as of 12 midnight, 05 December : Stranded due to #RubyPH – 952 pax, 40 vessels, 115 rolling cargoes, 9 mbcas, 49 cancelled trips	other_useful_information
'541891268532400128'	Call these institutions in case of emergencies! #RubyPH http://t.co/8kSRX8R0DX	donation_needs_or_offers_or_volunteering_services
'540867921556144128'	#RubyPH weakens but still dangerous: PAGASA http://t.co/g2Vrxqc6wx	caution_and_advice
'541454069919784960'	RT @infobencana: A man holds on to a pole as strong winds blow brought by Typhoon #Hagupit in Legazpi http://t.co/2EYCzDs4GK http://t.co/Tx…	other_useful_information
'540511033375223808'	Only an act of true love can thaw a frozen heart. Watching frozen while waiting for the typhoon. #RubyPH	sympathy_and_emotional_support
'542129339630768128'	RT @govph: CALL FOR VOLUNTEERS: Repacking of #ReliefPH goods at the DSWD NROC in Pasay City. http://t.co/4cJXgVEkKE #RubyPH http://t.co/Yjh…	donation_needs_or_offers_or_volunteering_services
'541506483750309888'	RT @WFP_Asia: .@WFP_Philippines staff have been deployed to areas projected to be affected by Typhoon #Hagupit #RubyPH http://t.co/5AQUKjBe…	donation_needs_or_offers_or_volunteering_services
'541451971446599680'	RT @UNDPPH: Residents of Borongan, Eastern Samar evacuate to the Provincial Capitol ahead of #Hagupit #RubyPh landfall http://t.co/TQAeC3Xr…	displaced_people_and_evacuations
'541378117856538624'	Uff!! it caught ;-) Typhoon Hagupit makes landfall in Philippines - CBC.ca: CBC.caTyphoon Hagupit make... http://t.co/bXyjO6twAz #gossip	other_useful_information
'541543573897117696'	RT @KentPage: Carmel, 8 years old, holds her brother in evacuation center in the #Philippines #TyphoonHagupit v/@unicef_uk http://t.co/l3DR…	displaced_people_and_evacuations
'542394280296214528'	RT @dost_pagasa: SEVERE WEATHER BULLETIN No. 23 FOR: TROPICAL DEPRESSION “#RubyPH” (HAGUPIT) TROPICAL CYCLONE: ALERT  ISSUED AT... http://t…	caution_and_advice
'542159009977888768'	RT @prinsesachinita: keep safe everyone!!ὤF #rubyph http://t.co/sLStKFLGGK	sympathy_and_emotional_support
'541482758829535232'	NASA\'s Terra Satellite Catches Fast-Developing Tropical Storm Hagupit - Space Ref (press release) #micronesia http://t.co/wBc6jbT8tz	other_useful_information
'541799684054872064'	No class today please Pray for us here in the philippines because of typhoonὢD @emmykinney @mcbridemelissa @wwwbigbaldhead @WalkingDead_AMC	sympathy_and_emotional_support
'541050355635982337'	Good morning Mc Arthur. #ruby #hagupit http://t.co/tz2mOxeJsv	not_related_or_irrelevant
'541835690657337345'	RT @SMARTCares: Stay alert and be prepared. Follow @dost_pagasa @ndrrmc_opcen @philredcross @govph and @interaksyon for updates. #RubyPH #S…	caution_and_advice
'541219958563160064'	RT @liadcruz: Project Noah says #RubyPH has made landfall in Eastern Samar.	other_useful_information
'541943467044519937'	RT @rapplerdotcom: #RubyPH Signal No. 1 as of 5pm, Dec 8: Zambales, Pampanga, Tarlac, Bulacan, Rizal, Rest of Quezon, Rest of Mindoro Provi…	other_useful_information
'541068835390910464'	As of 11 am today, signal no. 3 issued over Northern Samar, Eastern Samar, Samar, Biliran, Catanduanes, Albay, Sorsogon, Masbate. #RubyPH	caution_and_advice
'541546358834855940'	winds getting stronger here at imus,cavite keep safe all! #rubyph @SouthSnippets	caution_and_advice
'540790921319571457'	RT @ABSCBNNews: Massive evacuation as #RubyPH bears down on PH http://t.co/15rOv4vI5N	displaced_people_and_evacuations
'541270121478512640'	RT @WeatherPH: #HAGUPIT(#RubyPH) weakened into a Typhoon; endangers Eastern Visayas &amp; Southern Bicol; more: http://t.co/zp0fDUKL6h http://t…	other_useful_information
'541501744065171456'	Continue praying. Be strong people. #RubyPH	sympathy_and_emotional_support
'541497847309299713'	Philippines: Typhoon Hagupit threatens landslides http://t.co/JICYJ3stZT #world #news #last	other_useful_information
'541956361827803137'	#AksyonSaHagupit | Australian Gov't to provide 800 metric tonnes of rice to support families affected by #RubyPH (http://t.co/5JxjYjDz2a)	donation_needs_or_offers_or_volunteering_services
'541843520320204800'	We dont want anything MORE from you #Ruby ! Pls. Stop  -	sympathy_and_emotional_support
'541472668374286336'	#TopNews: Relief as Typhoon Hagupit spares Tacloban, passes north - CNN http://t.co/xoq4oPsmmV	other_useful_information
'540936022721175552'	"RT @TrendiePH: ""Trending Philippines:00:47 AM PHT"" 1. #RubyPH 2. #MTVStars 3. #ForevermoreTheBigReveal 4. Re-designed Harry Potter 5. Agnes"	not_related_or_irrelevant
'540487441182756864'	Comparing the actual path of #yolanda with one projected for #rubyph @inquirerdotnet @Team_Inquirer @MSantosINQ http://t.co/gW8hwfA07F	other_useful_information
'541871573469102082'	RT @govph: #walangpasok • Classes and GovPH work in CALABARZON and MIMAROPA have been suspended for Dec. 8, 2014: http://t.co/5DDoQVGoOP #R…	other_useful_information
'541911446318112768'	Please leave the Philippine Area of Responsibility #RubyPH	caution_and_advice
'541256603459407872'	RT @JenArellanooo: “@NBCLA: Half a million Filipinos flee homes as Super Typhoon barrels toward Philippines http://t.co/6ZjTt6qGzP http://t…	displaced_people_and_evacuations
'540558654064570368'	RT @WilliamHuizinga: Tyfoon #Hagupit RT @eumetsat: Composite image of #Hagupit / #RubyPH at 0900 UTC on Thursday. https://t.co/63CqhkaAQV h…	other_useful_information
'541138632032010241'	Typhoon Hagupit http://t.co/pF13CVk9CV from #CNN #tns	other_useful_information
'541500939451240448'	RT @PhilippineStar: PHOTO: #RubyPH / #Hagupit as seen from the International Space Station | via @AstroTerry http://t.co/IlPFV8fiQ9	other_useful_information
'540670356671832064'	RT @ANCALERTS: Typhoon Ruby last spotted at 570km east of Guiuan, Eastern Samar #RubyPH	other_useful_information
'541476755156918274'	Let's stay safe and continue praying as typhoon #RubyPH hits Masbate.	sympathy_and_emotional_support
'541537017188737024'	RT @PanahonTV: Know which part of the typhoon will bring the highest rainfall as it moves closer to Sibuyan Island. #RubyPH http://t.co/Dx5…	other_useful_information
'540186032465924096'	RT @Worldpeacesott: Philippines residents evacuating ahead of typhoon Hagupit -- Earth Changes -- http://t.co/kTiZw2liSd http://t.co/fHowPK…	displaced_people_and_evacuations
'540606770742177792'	RT @DepEd_PH: UPDATED: List of areas with class suspension http://t.co/WHvio8eDZt #walangpasok	caution_and_advice
'541810207819440128'	RT @MrScottEddy: Response to Typhoon in Philippines Shows Lessons Learned From a Year Ago - http://t.co/S4njzN1JEl #Philippines #HagupitPH …	other_useful_information
'541896692719558656'	RT @RescuePH: 8:45PM - Light to moderate rains affecting Quezon, Laguna, and portions of Rizal which may persist for 2-3 hours. #RubyPH  /v…	infrastructure_and_utilities_damage
'541897192156327936'	Go go go away #RubyPH	not_related_or_irrelevant
'540992952164569088'	Another violent typhoon to hit the country including my hometown.... #prayers #preparedness  #RubyPH ὤF	other_useful_information
'541780219955122176'	RT @weatherchannel: #Typhoon #Hagupit continues to crawl slowly across the #Philippines. #RubyPH Latest info - http://t.co/IJR3ZJRERy http:…	other_useful_information
'541261103133896704'	U.N. agency: Philippines seeing one of world's biggest peacetime evacuations over typhoon http://t.co/OccSkrcGKn http://t.co/7HSrqw0niP	displaced_people_and_evacuations
'541508986730598400'	RT @CebuInfocen: CEBU CITY - Mayor Rama suspended classes in all levels  private &amp; public schools tomorrow, December 8 #walangpasok #rubyPH…	infrastructure_and_utilities_damage
'540679800105361408'	RT @KaDsCapiz: Good morning, keep safe everyone, let pray for the safety of our place &amp; our country #RubyPH 🙏	sympathy_and_emotional_support
'541411894897434624'	RT @YebSano: Typhoon #Hagupit now making landfall in Eastern Samar, with winds of 175 to 210 kph, and rainfall up to 30mm per hour.	not_related_or_irrelevant
'540702904550559745'	RT @ChannelNewsAsia: MT @ayalowe: Shelves stocked in Tacloban; security stemming flow of people into shops, all very controlled #Hagupit ht…	other_useful_information
'541758212337176576'	RT @unilab_ph: Work is cancelled today (12/8/2014) for field-, plant-, and office-based Unilab employees in GMA &amp; affected areas. #walangpa…	other_useful_information
'541707514350288896'	RT @mmsalonga: Let's all take a moment of silence for all those suffering from the wrath of #TyphoonHagupit. #RubyPH http://t.co/lV6J3AwFZ3	sympathy_and_emotional_support
'541767369777897473'	#RubyPH Uhm, you're not welcome here so get the hell out of PAR :/	not_related_or_irrelevant
'540378970940645377'	RT @BePreparedPH: Follow @SaveChildrenPH's #BePreparedPH for #Hagupit #RubyPH updates and tips on how to be prepared and stay safe. http://…	caution_and_advice
'540654432770211840'	RT @JojoMalig: JTWC also now says Samar landfall and... wait, is that Metro Manila? #Hagupit #RubyPH http://t.co/6U8zS4FZc0	not_related_or_irrelevant
'542530414334980097'	[PTVph] ICYMI l l Official death toll from #RubyPH rose to 8 http://t.co/RsrJNDWy8p	injured_or_dead_people
'541961776158367744'	RT @JessicaESanchez: Praying for my family and my blujays!  Be strong and stay safe! #Hagupit	sympathy_and_emotional_support
'541564173545525248'	RT @ANCALERTS: Strong winds topple store in Real St., Tacloban City. #RubyPH  (Photo via @zhandercayabyab) http://t.co/q4MVEhOWmm	infrastructure_and_utilities_damage
'541281644204675073'	PAGASA: Northern Cebu will be nearest the eye of typhoon Ruby (Hagupit) at noon tomorrow, Dec. 7, 2014.	caution_and_advice
'540511471789432832'	RT @PTVph: Via @aprilenerio: PAGASA states the further intensification of typhoon #RubyPH is still possible as it... http://t.co/OI2OuBCsXm	caution_and_advice
'541950789875294209'	I pray for the safety of every FilipinoὤF #RubyPH	sympathy_and_emotional_support
'540355010551640064'	PAGASA downplays fear that #Hagupit will become another Super Typhoon:  http://t.co/Gqb0jHwQeo http://t.co/U4bz7QvJvW http://t.co/t1kXqRtC5D	other_useful_information
'541381810937012224'	UPDATE as of 6AM: Stranded due to #RubyPH – 2,459 passengers, 89 vessels, 3 motor bancas and 689 rolling cargoes | via @PhilCoastGuard1	other_useful_information
'540513555913523201'	RT @ABSCBNNews: Be prepared for #RubyPH |via @DepEd_PH #Hagupit http://t.co/6GS81ADjoL	caution_and_advice
'540545895909953536'	RT @WeatherPH: Super Typhoon #HAGUPIT (#RubyPH)  has slowed down gradually (from 30 to 18 kph) during the past 6 hours while it... http://t…	other_useful_information
'540823449707372546'	RT @hnnhjyh: It'll be a rough weekend because of the huge, violent storm coming. Prepare for the worst, hope for the best 🙏🙏🙏 #RubyPH	sympathy_and_emotional_support
'541649931711176705'	RT @angelocorado: Ruby to Philippines be like: “WON'T YOU STAY WITH ME?” “HELL NOOO” #RubyPH ὤF	not_related_or_irrelevant
'541217130151411712'	RT @AllNews_PH: [ANC]  JUST IN: Project NOAH's Mahar Lagmay says #RubyPH has made landfall in Eastern S... http://t.co/YhFtzqbTo6	other_useful_information
'541877265593024512'	Be safe, Be vigilant, and PRAY!!! :) :) :) #RubyPH	sympathy_and_emotional_support
'541633422406742018'	RT @WFP_Philippines: Catch DSWD Sec @dinkysunflower &amp; WFP Rep &amp; Country Director Praveen Agrawal to be interviewed by CNN tonight, 9PM &amp;10P…	not_related_or_irrelevant
'541521147901509632'	RT @NASA_Rain: #GPM gets a new 3D look inside super typhoon #Hagupit's eye. Video here: https://t.co/vdzeyMjVkC http://t.co/vDuwzmwDEq	other_useful_information
'540385662386458625'	RT @wesleywolfe44: #Hagupit is going to be a huge threat to the island nation of the #Philippines strength compatible to Super Typhoon Hayi…	caution_and_advice
'541405756361162752'	"Search for your loved ones on Google Person Finder, text ""Search&lt;space&gt;Name"" and send to 0922-1000600. More info at https://t.co/ZOmbkYe5lZ"	not_related_or_irrelevant
'540733004872560641'	RT @XavierAteneo: XU Communications Procedure for Suspension/Cancellation of Classes and Work due to Weather Disturbances #RubyPH http://t.…	other_useful_information
'541938099849535488'	#ReliefPH Do your part to help those affected by #RubyPH (Hagupit) get back on their feet as quickly as possible... http://t.co/MUjMr8J6zY	donation_needs_or_offers_or_volunteering_services
'541868819312955392'	New post: Typhoon Hagupit kills at least two http://t.co/yogrz7jDoD	injured_or_dead_people
'541323031814356992'	RT @Zeshaan_Ali: IR #Philippines Head of Mission on the ground with evacuated families. #Hagupit @IslamicReliefUK @decappeal http://t.co/hi…	displaced_people_and_evacuations
'541921479625953280'	God has better plans for us #RubyPH	not_related_or_irrelevant
'540714147747336192'	I guess #RubyPH won't hit my area until Saturday and Sunday.... ok news	other_useful_information
'541235942301114368'	RT @ANCALERTS: PAGASA: #RubyPH expected to make landfall in Dolores, Eastern Samar tonight at around 8-10pm	caution_and_advice
'541839938002489344'	RT @DepEd_PH: CALOOCAN CITY | #walangpasok Classses from preschool to high school are suspended tomorrow, Dec. 8, 2014 due to #RubyPH | via…	other_useful_information
'541608310936731648'	RT @ANCALERTS: Soliman: Two bridges being repaired, cleared by DPWH &amp; military in Samar island. Sending C-130 to Borongan also being consid…	infrastructure_and_utilities_damage
'541527022091395072'	RT @weatherchannel: Looking for info on Typhoon #Hagupit (#RubyPH)? Follow @TWC_Hurricane for the latest. http://t.co/sm56oxKcEp http://t.c…	other_useful_information
'542149053824258049'	Coast Guard: 1,126 still stranded as Ruby moves away from PHL http://t.co/jgYoIJf21H | Na-stranded ba kayo dahil sa #RubyPH	displaced_people_and_evacuations
'544801928530894849'	RT @mrcvsonline: Nine-year-old boy opens a rescue shelter to help stray dogs and cats in the Philippines http://t.co/IoqMqd9YxP http://t.co…	other_useful_information
'542163008143642626'	RT @AkoSiTataLino: ὄD ὄD ὄD Stay Safe everyone! #RubyPH http://t.co/X45dBakuoJ	sympathy_and_emotional_support
'540889449358700544'	TT PHILIPPINES 23:24 1.#MTVStars 2.#ForevermoreTheBigReveal 3.#RubyPH 4.Feng Shui 5.Re-designed Harry Potter 6.#AngelEyesFinale	not_related_or_irrelevant
'542589451445485568'	Ready for the new mission: #RubyPH Conquering South Luzon to Visayas!..☺  Please pray for our safe… http://t.co/f6d1G7gbLE	other_useful_information
'541825557445373953'	#summer #usa #ff #eu Philippines Typhoon Hagupit weakens  http://t.co/XJejnmaFqz	other_useful_information
'541958574918733825'	RT @sam_concepcion: “@andimanzano: Praying that the typhoon will continue to weaken. #RubyPH”	sympathy_and_emotional_support
'541888950852268033'	6 Q’s About the News | Typhoon Hagupit Hits the Philippines http://t.co/oeYxiX8zdo #edchat #digln	caution_and_advice
'541800508667604992'	RT @PIANewsDesk: #PAGASA Forecaster Chris Perez announced that #RubyPH has been downgraded to a tropical storm. http://t.co/MiQDdHnWC6 | vi…	caution_and_advice
'541889810168684544'	RT @TV5JournalisMO: HAGUPIT | DOH: Infant formula donation not allowed at evacuation centers http://t.co/EtAJ2OnDmb	donation_needs_or_offers_or_volunteering_services
'541457881392889857'	Be safe guyss! Stay indoors   #RubyPH	caution_and_advice
'540741371213012993'	RT @ABSCBNNews: Storm signals raised over 34 areas as #RubyPH intensifies http://t.co/98efO8wFxW http://t.co/SDqFmRO8oq	caution_and_advice
'541452914842009600'	RT @cblaguardia: We survived! Rain and winds still strong this morning in #Tacloban but so far everyone hopes worse is over &amp; #Hagupit is o…	sympathy_and_emotional_support
'541409909384822784'	Stay safe Don't Loss hope guys just pray God Can save you #RubyPH	sympathy_and_emotional_support
'541811189626306561'	RT @ABSCBNNews: Marasigan (NDRRMC): 16 provinces and 5 regions experiencing power outages. These are in 4A, 4B. 5, 6 and Region 8 #RubyPH	infrastructure_and_utilities_damage
'541548006667853824'	RT @TheLaSallian: PAGASA: Signal No. 1 declared in Metro Manila, might be raised to Signal No. 2  tonight as #RubyPH maintains strength | v…	caution_and_advice
'541980067765551104'	As of 11PM today, P60,738,467.10 total aid provided in areas hit by #RubyPH #ReliefPH | #RubyResponse | via @dswdserves	donation_needs_or_offers_or_volunteering_services
'541214284307365888'	sitting on my bed having a cup of tea while thinking bout catbalogan.. #rubyph	sympathy_and_emotional_support
'541885840218005505'	Our office declared half day today. Being at home at this early hour is quite odd. Keep safe, everyone! #RubyPH	sympathy_and_emotional_support
'540413913376907264'	RT @thatguySLATER: Reading news about Typhoon Ruby and it’s getting scary. Praying for the Philippines. Hope we can be better prepared this…	sympathy_and_emotional_support
'540855989734371328'	Mamomove din ang finals week! Lechugas ka #RubyPH	not_related_or_irrelevant
'540563557100691456'	RT @antduttine: keeping the team @HI_PH in my thoughts as Typhooon #Hagupit bears in on their country.	sympathy_and_emotional_support
'540741054954094592'	RT @rapplerdotcom: Although #RubyPH is no longer a 'super typhoon,' it is still dangerous. #WeatherAlert details: http://t.co/gDluYv75rM ht…	other_useful_information
'541542680170606592'	RT @UN: Relief agencies prepare emergency response as Typhoon #Hagupit #RubyPH approaches #Philippines http://t.co/wGtERosWYR	donation_needs_or_offers_or_volunteering_services
'541919820246044673'	RT @ABSCBNNews: SLIDESHOW: Tacloban survives yet another typhoon http://t.co/YfnpgAhESy (Photo: Marlon Tano) #RubyPH http://t.co/zILojgnGxp	other_useful_information
'541014106438791168'	RT @DOTCPhilippines: Cancelled flights due to bad weather (#RubyPH) on Saturday, December 6, 2014: NAIA TERMINAL 3: Manila - (cont) http://…	other_useful_information
'542155289567305728'	no strong storm can defeat the stronger filipino faith in GOD. #rubyPH #proudINC #IGLESIAniCRISTO100	sympathy_and_emotional_support
'540165756542283778'	[ANC]  Typhoon Hagupit moving west northwest at 25kph; expected to be at 598km east Sou... http://t.co/2E5yUSrtGZ	other_useful_information
'541554835330719745'	RT @TheNewsUS: No major damage as Philippines typhoon weakens http://t.co/0GjrvgveT0	infrastructure_and_utilities_damage
'544616031138758656'	RT @talktoMTS: In support of Typhoon Hagupit, MTS TV customers can access TFC - The Filipino Channel &amp; GMA News TV for free Dec 10 - Jan 5.	other_useful_information
'542348118583287808'	RT @govph: At 10 pm today, #RubyPH was located over the West Philippine Sea, is expected to leave the PAR early Thurs. morning. http://t.co…	other_useful_information
