_unit_id	_golden	_unit_state	_trusted_judgments	_last_judgment_at	please_choose_a_category:confidence	created_at	id_str	rownames	please_choose_a_category	text
1847305279	FALSE	finalized	3	08/05/2018 0:44	0.6471	Thu Jul 19 21:30:53 +0000 2018	",1020058420014067712,"	75435	direct_eyewitness	"mygahd there's an ankle level flood already, buti nalang mataas bahay namin sa street??? hello?????? stay dry and safe everyone!!!!!"
1847304733	FALSE	finalized	3	08/06/2018 5:01	0.6777	Fri Jul 06 13:38:14 +0000 2018	",1015228429011161088,"	65146	direct_eyewitness	"Due to the extreme weather, flash flooding and dangerous lightning combined with heavy rainfall, we will not be on-  https://t.co/nunv2LEKLS"
1847304141	FALSE	finalized	3	08/05/2018 21:30	1	Wed Jul 04 23:34:32 +0000 2018	",1014653719399444480,"	3544	direct_eyewitness	I'm good in flood situations. Wonder if there's anything for that...
1847305419	FALSE	finalized	3	08/05/2018 2:02	1	Thu Jun 21 20:48:30 +0000 2018	",1009900891221028864,"	16052	direct_eyewitness	"Crazyblox_Dev Hi,CrazyBlox I wanted to inform you that when i was in flood escape i tried to get  into easy but it  https://t.co/RH8dytDNzK"
1847305295	FALSE	finalized	3	08/05/2018 13:53	0.6812	Thu Jul 19 21:37:05 +0000 2018	",1020059980131549184,"	76397	direct_eyewitness	Y all so I just went downstairs and there s flood in our living room oooofnsjjdis
1847305285	FALSE	finalized	3	08/06/2018 4:55	0.6769	Thu Jul 19 21:32:51 +0000 2018	",1020058915340292096,"	75740	direct_eyewitness	"So I woke up to flood entering our house. Rain, please stop. We, and our dogs, are already sufferinggg! "
1847304419	FALSE	finalized	4	08/05/2018 22:30	0.7359	Thu Jul 05 14:02:52 +0000 2018	",1014872240410824706,"	57085	direct_eyewitness	our basement starting to flood has finally given us a reason to clean out the storage room
1847304602	FALSE	finalized	3	08/06/2018 4:55	0.6769	Thu Jul 05 14:13:47 +0000 2018	",1014874990418776064,"	58033	direct_eyewitness	The rain is so heavy and our home is almost flooded  The thunderstorm outside gone wild and crazy  I am so sca  https://t.co/HXOIYBZdaY
1847304380	FALSE	finalized	3	08/06/2018 2:18	1	Thu Jul 05 12:39:29 +0000 2018	",1014851259709448192,"	50519	direct_eyewitness	MouseRat_Fan  ChrisMuellerPGH our old office was that 2nd floor. saw it flood like that one other time about 10 ye  https://t.co/971e5bnyYq
1847305377	FALSE	finalized	3	08/06/2018 2:35	0.6829	Thu Jun 21 18:25:35 +0000 2018	",1009864927496949760,"	2169	direct_eyewitness	 missoulian If only they had built some kind of large boat in anticipation of this flood...
1847305958	FALSE	finalized	3	08/06/2018 10:39	0.6646	Mon Jul 04 22:14:58 +0000 2016	",750090551173771264,"	38363	direct_eyewitness	My apartment definitely might flood 
1847305476	FALSE	finalized	4	08/05/2018 1:54	0.7409	Thu Jun 21 21:50:02 +0000 2018	",1009916376042090496,"	22496	direct_eyewitness	I low key wanted my street to flood so I can go out and chill on my tube
1847304757	FALSE	finalized	3	08/05/2018 1:39	1	Fri Jul 06 22:50:43 +0000 2018	",1015367468699791363,"	125287	direct_eyewitness	bout done cleaning out this basement flood 1 basement 0 #shithappens
1847304399	FALSE	finalized	3	08/05/2018 20:29	0.3589	Thu Jul 05 13:20:14 +0000 2018	",1014861513398652928,"	53669	direct_eyewitness	PLEASE BE VIGILANT. A flash flood watch is in effect for our area through midnight tonight.
1847305807	FALSE	finalized	3	08/05/2018 20:16	1	Sun Jul 29 22:39:05 +0000 2018	",1023699461627830272,"	10997	direct_eyewitness	I've sacrificed my back twice last year cleaning up after the terrible flood in penang ajskkakdka
1847304639	FALSE	finalized	5	08/05/2018 0:21	1	Wed Jul 04 22:57:42 +0000 2018	",1014644451078295552,"	983	direct_eyewitness	Got trapped inside my apartment today due to heavy rain and flooding. Still gonna try and make the most of today tho https://t.co/mEHIG1BpOM
1847304904	FALSE	finalized	3	08/06/2018 9:08	0.6814	Fri Jul 06 00:22:00 +0000 2018	",1015028051472678913,"	8998	direct_eyewitness	I am in a laundromat trying to clean the flood silt out of my clothing and I just realized I ve never wanted the sw  https://t.co/IscUIx6qsl
1847304970	FALSE	finalized	4	08/05/2018 1:04	0.746	Fri Jul 06 18:31:58 +0000 2018	",1015302352352444416,"	97228	direct_eyewitness	The alarm in my phone won t let me sleep!!! We ve had non stop rain this week. Causing floods everywhere in souther  https://t.co/LxR8gszI40
1847305977	FALSE	finalized	3	08/05/2018 20:25	0.6703	Mon Jul 04 16:01:27 +0000 2016	",749996556254863360,"	25401	direct_eyewitness	highlight of today was throwing out sentimental stuff i'd kept from my dad that was ruined in the flood
1847305651	FALSE	finalized	4	08/05/2018 4:39	1	Thu Jun 21 20:18:06 +0000 2018	",1009893242651971584,"	13117	direct_eyewitness	"this flood is not gnna stop me from offing myself, im abt to drown myself in the puddle wish me luck "
1847304527	FALSE	finalized	4	08/05/2018 1:21	0.4718	Thu Jul 05 18:41:26 +0000 2018	",1014942346461446144,"	82562	direct_eyewitness	Today I found out that a limited edition Giacometti print was ruined in a flood in my alma mater s basement archive  https://t.co/Ly4k8yuVZn
1847305867	FALSE	finalized	5	08/06/2018 2:23	0.6072	Mon Jul 30 11:30:32 +0000 2018	",1023893603914076161,"	52243	direct_eyewitness	"We watch as our young hearts fade Into the flood, into the flood"
1847304565	FALSE	finalized	3	08/06/2018 2:20	1	Thu Jul 05 19:21:01 +0000 2018	",1014952308172521473,"	86489	direct_eyewitness	"#millvale #flood #pittsburgh some streets are open, entire neighborhood is covered in dirt silt and debris"
1847304365	FALSE	finalized	3	08/05/2018 20:27	1	Thu Jul 05 10:13:46 +0000 2018	",1014814585432559616,"	40899	direct_eyewitness	"Had my basement flood, lost all mine and my kids personal items along with my water heater, furnace, and AC unit.  https://t.co/nDHUP6ekyt"
1847305831	FALSE	finalized	5	08/05/2018 7:33	0.7984	Mon Jul 30 10:28:37 +0000 2018	",1023878022187900928,"	48283	direct_eyewitness	My garden is ruined from flood water. Redrow sent someone around and he agreed that no drainage has caused the prob  https://t.co/rhHa4bd94L
1847305303	FALSE	finalized	3	08/05/2018 3:03	1	Thu Jul 19 21:40:33 +0000 2018	",1020060849547997184,"	76869	direct_eyewitness	Our parking lot starting to flood
1847305572	FALSE	finalized	3	08/05/2018 4:47	0.3407	Thu Jun 21 19:47:45 +0000 2018	",1009885605822513152,"	10157	direct_eyewitness	 HoarseWisperer Yeah...and we thought heading to the flood zone in stilettos was weird.
1847304744	FALSE	finalized	3	08/06/2018 11:10	1	Fri Jul 06 15:43:04 +0000 2018	",1015259843689631745,"	79745	direct_eyewitness	"Heavy rain, thunder, flooding...have a care out there  https://t.co/adTJuh1k7x"
1847305862	FALSE	finalized	4	08/05/2018 10:13	1	Mon Jul 30 11:28:31 +0000 2018	",1023893094343663616,"	52115	direct_eyewitness	"In Kerala,.... enjoying the rain and flood....people merged with mother nature.....not blaming for flood and electr  https://t.co/nknF3x7ygE"
1847305869	FALSE	finalized	3	08/05/2018 23:49	0.6677	Mon Jul 30 13:13:55 +0000 2018	",1023919619948597258,"	59914	direct_eyewitness	"Okayy mother nature, maybe try not to flood my whole path! Torrential rain!!  ” ” #Galway  galwaybaypics https://t.co/Gy1VBZN2Bd"
1847305652	FALSE	finalized	4	08/05/2018 23:06	0.2642	Thu Jun 21 20:12:10 +0000 2018	",1009891747135197185,"	12602	direct_eyewitness	"""What do you mean I flood your basement?!?! What does that mean?!??"" https://t.co/RLukOR6pbF"
1847305616	FALSE	finalized	5	08/04/2018 23:46	0.5775	Fri Jun 22 01:00:20 +0000 2018	",1009964270015086594,"	41659	direct_eyewitness	the flood forced my mom to make us lunch AND dinner since we cant go out and buy food and wow i missed her cooking 
1847305640	FALSE	finalized	5	08/06/2018 1:43	0.7943	Thu Jun 21 19:42:54 +0000 2018	",1009884381756833794,"	9759	direct_eyewitness	 GhostGirlGrtngs Construction to fix the flood damage in our place.
1847305313	FALSE	finalized	3	08/05/2018 2:02	0.3383	Thu Jul 19 21:41:33 +0000 2018	",1020061103798153216,"	77009	direct_eyewitness	Pota my early ass is gonna be stuck in flood today + im sick af orayt
1847305692	FALSE	finalized	3	08/05/2018 3:54	0.6893	Thu Jun 21 20:20:09 +0000 2018	",1009893756034867200,"	13334	direct_eyewitness	These Muthafuckas at work have the audacity to call me in early to work during a flood I swear. I m going tho...
1847305483	FALSE	finalized	3	08/06/2018 9:51	0.6756	Thu Jun 21 22:24:07 +0000 2018	",1009924955570671616,"	25928	direct_eyewitness	Heavy rain down here in south Texas.  #weather #weatherchannel #rain #texas #flooding https://t.co/fMtbBgEBLJ
1847306101	FALSE	finalized	3	08/05/2018 20:25	0.3587	Mon Jul 04 10:40:25 +0000 2016	",749915762962247681,"	13903	direct_eyewitness	 kinjikins flood always feels like crossing a river
1847304732	FALSE	finalized	4	08/05/2018 1:10	0.7517	Fri Jul 06 13:37:15 +0000 2018	",1015228182126096384,"	65045	direct_eyewitness	StefanoAmbrogi1  Steven_Croft Quite right. I sit on flood and resilience boards here in the SW UK. We don t have t  https://t.co/DKNRP7gfIo
1847304454	FALSE	finalized	4	08/05/2018 2:03	1	Thu Jul 05 17:10:27 +0000 2018	",1014919450309677056,"	73813	direct_eyewitness	Finally getting somewhere after the flood 
1847304621	FALSE	finalized	4	08/05/2018 22:21	1	Thu Jul 05 19:15:20 +0000 2018	",1014950874932744193,"	85891	direct_eyewitness	" RoshayyRed I know lmao I totally forgot about that though, damn flood surge gone take my poor house down to the ground smh"
1847304746	FALSE	finalized	4	08/05/2018 22:30	0.7723	Fri Jul 06 18:00:42 +0000 2018	",1015294482760204289,"	94301	direct_eyewitness	Sooooo my apartment decided it wanted to flood today
1847305369	FALSE	finalized	3	08/04/2018 23:20	1	Thu Jun 21 18:23:43 +0000 2018	",1009864458678591491,"	1969	direct_eyewitness	It was such an experience walking in or through or whatever the flood in UST but also it s scaring me cause tHE GER  https://t.co/GYqhPjPbsT
1847304605	FALSE	finalized	5	08/06/2018 1:43	0.5728	Thu Jul 05 16:49:19 +0000 2018	",1014914129780494336,"	71939	direct_eyewitness	My day; back home in WV flash flood watch #newSeattle https://t.co/48n0aXP8X0
1847304115	FALSE	finalized	3	08/05/2018 21:30	0.637	Wed Jul 04 23:06:21 +0000 2018	",1014646627779383296,"	1553	direct_eyewitness	He #flood #waters have drained off #downtown #HOUSTON
1847305417	FALSE	finalized	4	08/06/2018 0:26	0.7674	Thu Jun 21 20:48:03 +0000 2018	",1009900777949757441,"	16012	direct_eyewitness	 JasseCaps_ You re not in a flood zone? My entire neighborhood is flooded and all the roads I take to work too..
1847305494	FALSE	finalized	6	08/05/2018 0:13	1	Fri Jun 22 02:00:18 +0000 2018	",1009979359862624256,"	49831	direct_eyewitness	"This flood is bringing one positive thing, at least everyone is going outside and finally meeting their neighbors for the first time"
1847305110	FALSE	finalized	4	08/05/2018 21:48	0.4825	Thu Jul 19 15:58:06 +0000 2018	",1019974673000411137,"	14341	direct_eyewitness	The aftermath of yesterday s flood in Doney Park. #azwx #Flagstaff #AzMonsoon  NWSFlagstaff  FOX10Phoenix https://t.co/T7H49BaAjy
1847304764	FALSE	finalized	3	08/04/2018 23:14	0.6757	Fri Jul 06 18:27:42 +0000 2018	",1015301277562138624,"	96823	direct_eyewitness	jazminuribe5 My store is about to flood
1847304510	FALSE	finalized	3	08/05/2018 2:42	0.6674	Thu Jul 05 21:03:54 +0000 2018	",1014978196784197633,"	95876	direct_eyewitness	"yeah, i guess you can say mother earth has a crush on me. she always makes my basement flood letting me know she s wet"
1847305681	FALSE	finalized	4	08/05/2018 3:49	1	Thu Jun 21 20:31:18 +0000 2018	",1009896563177672704,"	14404	direct_eyewitness	"thank u universe for the flood, i finally got a day off work"
1847304264	FALSE	finalized	4	08/06/2018 2:41	0.2697	Thu Jul 05 01:37:20 +0000 2018	",1014684624113553409,"	12772	direct_eyewitness	you d think after harvey the fuckin locals would know not to drive in the fucking flood zones.
1847305551	FALSE	finalized	3	08/06/2018 9:05	0.6774	Fri Jun 22 01:03:04 +0000 2018	",1009964954475118592,"	41941	direct_eyewitness	"After 7 hours of flood watch, the rain finally seems imminent."
1847305917	FALSE	finalized	4	08/05/2018 22:06	0.517	Sun Jul 29 22:03:06 +0000 2018	",1023690406117208065,"	8611	direct_eyewitness	 iambrittneylamb I m trying to find the gates to heaven. Where the flood come from? Out of nowhere to.
1847305803	FALSE	finalized	6	08/05/2018 0:13	1	Sun Jul 29 22:35:42 +0000 2018	",1023698610515468289,"	10806	direct_eyewitness	"It just got done raining  here in my community, the flood alarm  wasn't triggered so must've been just a cute sprinkle "
1847304417	FALSE	finalized	5	08/05/2018 3:38	1	Thu Jul 05 13:52:47 +0000 2018	",1014869706170302465,"	56242	direct_eyewitness	Suffered from flood  Lost baggage   Fire alarm s  malfunctionand more... I don t have good memories in Hawaii bu  https://t.co/AgEO2uwSfo
1847304588	FALSE	finalized	3	08/05/2018 1:33	0.6462	Thu Jul 05 18:09:49 +0000 2018	",1014934389883658240,"	79493	direct_eyewitness	when you try to leave town but new orleans decided to flood the highways
1847305985	FALSE	finalized	5	08/05/2018 3:47	1	Mon Jul 04 06:36:56 +0000 2016	",749854488387809280,"	6059	direct_eyewitness	"It's 1:35 AM, I'm stuck in a flash flood, and I have made the perfect grilled cheese. https://t.co/IjxHDgT5cv"
1847306051	FALSE	finalized	4	08/06/2018 1:52	0.7603	Mon Jul 04 17:04:04 +0000 2016	",750012313072271360,"	27656	direct_eyewitness	"Fighting flood waters. Have to find a way for S Plaza Dr to drain properly! (  Casa de Color Cafe in Evansville, IN) https://t.co/Mp7AZidFfs"
1847305638	FALSE	finalized	3	08/06/2018 11:27	0.6591	Thu Jun 21 19:41:06 +0000 2018	",1009883929065803778,"	9594	direct_eyewitness	"Oof. First day of summer brings lots of rain, flooding to the Chicago area https://t.co/2wMqjZBLQU"
1847304586	FALSE	finalized	4	08/05/2018 10:13	1	Thu Jul 05 18:09:16 +0000 2018	",1014934250095771648,"	79453	direct_eyewitness	My local agent is not answering my call to send me a copy of my policy as mine was damaged in the flood.
1847304965	FALSE	finalized	3	08/05/2018 19:59	0.691	Fri Jul 06 14:20:10 +0000 2018	",1015238984585408512,"	69495	direct_eyewitness	My new hobby is watching from my office window as thunderstorms flood Burton Lawn once again and making jokes about  https://t.co/nE6Vdor7bX
1847304170	FALSE	finalized	3	08/06/2018 4:16	0.6673	Wed Jul 04 23:50:44 +0000 2018	",1014657793352257536,"	4678	direct_eyewitness	It s so funny how when there s a flood flash EVERYBODYS phone goes off
1847304754	FALSE	finalized	3	08/06/2018 3:41	1	Fri Jul 06 22:49:52 +0000 2018	",1015367253796294656,"	125194	direct_eyewitness	"So, I'm stuck in a Flash Flood right now. Almost made it home, but the driveway to my apartment building is flooded  https://t.co/nxHherGtVr"
1847304808	FALSE	finalized	3	08/06/2018 9:30	0.3426	Fri Jul 06 11:02:07 +0000 2018	",1015189141083041793,"	50758	direct_eyewitness	Sick of waking up to these flash flood warnings..
1847305324	FALSE	finalized	4	08/06/2018 2:32	1	Thu Jul 19 21:44:21 +0000 2018	",1020061809758236673,"	77421	direct_eyewitness	the flood came inside the house now we re all stuck here :-)))
1847305878	FALSE	finalized	3	08/06/2018 2:49	0.6462	Mon Jul 30 18:40:57 +0000 2018	",1024001918723608578,"	89748	direct_eyewitness	Noah to GOD: Yep...just flood this shit bro.
1847305764	FALSE	finalized	3	08/04/2018 23:14	0.6757	Thu Jun 21 23:53:29 +0000 2018	",1009947445847994368,"	33657	direct_eyewitness	"Looking at all the flood pics from last night, I now feel so fortunate to come off it unscathed. Yeah, it was blood  https://t.co/VfzMGvylut"
1847305288	FALSE	finalized	3	08/05/2018 20:25	0.6692	Thu Jul 19 21:35:12 +0000 2018	",1020059505139175424,"	76127	direct_eyewitness	"omfg mom woke me up with flood invading our area jesus christ, its raining non stop"
1847304991	FALSE	finalized	3	08/05/2018 4:44	1	Fri Jul 06 20:43:24 +0000 2018	",1015335428055011329,"	110062	direct_eyewitness	So after that flood at my place I was pretty sure my landlord threw out my sketchbook bc he thought it was ruined.  https://t.co/Zzm9Ili2YV
1847304381	FALSE	finalized	4	08/05/2018 0:32	0.5162	Thu Jul 05 12:39:54 +0000 2018	",1014851362809569281,"	50546	direct_eyewitness	" LucyXIV Well god did flood the earth, I assume that includes dip"
1847305701	FALSE	finalized	3	08/05/2018 19:35	0.6468	Thu Jun 21 18:40:10 +0000 2018	",1009868596980469760,"	3601	direct_eyewitness	You have GOT to be fucking kidding me. My fucking tags were stolen WHILE its being repaired for flood damage. How t  https://t.co/FEB2az3Yf6
1847304713	FALSE	finalized	4	08/05/2018 22:44	0.5266	Fri Jul 06 12:58:49 +0000 2018	",1015218510945873920,"	60902	direct_eyewitness	oh gosh flood im hiroshima
1847304162	FALSE	finalized	3	08/04/2018 19:52	0.6814	Wed Jul 04 23:46:35 +0000 2018	",1014656750119739393,"	4377	direct_eyewitness	Oh now the sun wanna come out after all this heavy rain and flooding. #TooLate
1847305797	FALSE	finalized	4	08/05/2018 17:48	1	Sun Jul 29 20:07:58 +0000 2018	",1023661428929118210,"	512	direct_eyewitness	fuckedchic Sorry for my late response I ve been rearranging my living room thanks to the flood. Xxx ILove you   https://t.co/RMojWWzG9A
1847304428	FALSE	finalized	3	08/05/2018 4:03	0.3686	Thu Jul 05 14:39:12 +0000 2018	",1014881384094191617,"	60253	direct_eyewitness	Michelle Bauer gives a tour of her backyard and basement flood damage of her home on Thursday morning in Millvale. https://t.co/su0AyOK8nM
1847304398	FALSE	finalized	4	08/05/2018 3:43	0.739	Thu Jul 05 13:19:42 +0000 2018	",1014861379113832448,"	53612	direct_eyewitness	"Drove by my old street trying to get to work this morning to see my old street under flood waters, again. Stay safe  https://t.co/pBGbxKCjK4"
1847305538	FALSE	finalized	5	08/05/2018 23:16	0.5917	Thu Jun 21 19:31:19 +0000 2018	",1009881468829683713,"	8653	direct_eyewitness	 SimonMaloy  JeremyMcLellan There s a flood here that s pretty bad. It hasn t flooded like this since hurricane Beu  https://t.co/FOmjwUkBoy
1847305055	FALSE	finalized	3	08/06/2018 10:39	1	Thu Jul 19 15:04:17 +0000 2018	",1019961127571140608,"	6083	direct_eyewitness	Here in Utah we have had heavy rain in the Southern part of the state. Flash flooding has caused major destruction  https://t.co/9Qqwv39vx1
1847306098	FALSE	finalized	3	08/06/2018 9:07	0.6728	Mon Jul 04 04:57:15 +0000 2016	",749829402100457472,"	2261	direct_eyewitness	 JoshG_W That pic was after a flood they walked in and found that btw
1847304385	FALSE	finalized	3	08/06/2018 13:08	1	Thu Jul 05 12:41:55 +0000 2018	",1014851870010077184,"	50704	direct_eyewitness	the street behind my house is starting to flood for the first time in years and they have my street completely blocked off
1847305218	FALSE	finalized	4	08/06/2018 1:40	0.7469	Thu Jul 19 19:09:36 +0000 2018	",1020022862227300352,"	51467	direct_eyewitness	"An umbrella and my feet are enough to face the storm, lightning and flood just to fetch you https://t.co/Ndr9gNn1tS"
1847304154	FALSE	finalized	3	08/06/2018 0:49	0.3605	Wed Jul 04 23:40:26 +0000 2018	",1014655203939880970,"	3977	direct_eyewitness	 mrs_jrt Luckily no one died or home got flooded lots of folks got stranded lost their car in the flood waters.
1847305268	FALSE	finalized	4	08/05/2018 3:05	0.7375	Thu Jul 19 20:40:59 +0000 2018	",1020045862334939136,"	67545	direct_eyewitness	umm i don t have time for my street to flood again 
1847304179	FALSE	finalized	3	08/04/2018 20:46	1	Wed Jul 04 23:55:18 +0000 2018	",1014658944290222080,"	5034	direct_eyewitness	24 hours after the great flood of Wendels Manor and the living room may need a few de-humidifiers! https://t.co/XFIVxVm0la
1847305894	FALSE	finalized	3	08/04/2018 23:16	0.6781	Mon Jul 30 18:09:33 +0000 2018	",1023994016772304896,"	86844	direct_eyewitness	Take note and keep yourself safe when cleaning up after floods.
1847305389	FALSE	finalized	3	08/05/2018 13:53	0.6356	Thu Jun 21 18:47:04 +0000 2018	",1009870333229322241,"	4216	direct_eyewitness	do we have drinks  ќ we have a lot of WATER  ќ *about the flood*
1847304280	FALSE	finalized	5	08/06/2018 1:47	0.4151	Thu Jul 05 02:12:47 +0000 2018	",1014693542533500928,"	15308	direct_eyewitness	I love that there is a thunderstorm with flood watch going on fuck your fireworks
1847305342	FALSE	finalized	4	08/05/2018 17:48	1	Thu Jul 19 21:55:39 +0000 2018	",1020064650010931200,"	79155	direct_eyewitness	This flood is crazy. I hope the rain completely stops already. :c
1847306111	FALSE	finalized	3	08/06/2018 2:18	1	Mon Jul 04 11:00:43 +0000 2016	",749920871364435968,"	14565	direct_eyewitness	I remembered the time when I first experienced flood in Taft... sumugod ako sa baha... while crying... bc I was wearing shoes then... HAHAH
1847304740	FALSE	finalized	7	08/06/2018 2:23	0.8549	Fri Jul 06 15:34:26 +0000 2018	",1015257674861240320,"	78668	direct_eyewitness	I slept through a flood? Anyways. Im going back to sleep
1847304246	FALSE	finalized	5	08/06/2018 2:23	0.4134	Thu Jul 05 01:08:46 +0000 2018	",1014677434363305984,"	10837	direct_eyewitness	That feeling when your autographed  SteveGrandMusic photo was damaged in a flood https://t.co/wGS7St56PK
1847304532	FALSE	finalized	5	08/05/2018 0:42	0.6132	Thu Jul 05 20:03:13 +0000 2018	",1014962928154443779,"	90399	direct_eyewitness	Definitely feels like a flood-in-the-basement kind of day today.
1847304773	FALSE	finalized	4	08/05/2018 15:49	0.7624	Fri Jul 06 14:30:44 +0000 2018	",1015241643484700672,"	70615	direct_eyewitness	How s my Friday going? Oh you know... Just found out I have a blown engine in my car because I got stuck in flood waters last week. 
1847304747	FALSE	finalized	4	08/05/2018 11:05	0.5101	Fri Jul 06 18:44:36 +0000 2018	",1015305528740864001,"	98419	direct_eyewitness	"Okay, so since bad things come in threes I'm waiting on the third. So far we've got:  1. Apartment flood 2. Flat ti  https://t.co/0ozpw2e8D8"
1847305262	FALSE	finalized	3	08/05/2018 19:55	0.3406	Thu Jul 19 20:39:15 +0000 2018	",1020045423048888320,"	67284	direct_eyewitness	StoneyyBolognaa I got over 1500 likes and/or retweets on a tweet during that hurricane and flooding in Texas. Many  https://t.co/9l6kJ04eHL
1847305467	FALSE	finalized	3	08/05/2018 1:05	1	Thu Jun 21 21:31:07 +0000 2018	",1009911615976812545,"	20488	direct_eyewitness	"Nothing new there, my building on Hanley Road floods all the time with heavy rain. https://t.co/anAJMz6zPF"
1847305072	FALSE	finalized	3	08/06/2018 9:53	1	Thu Jul 19 15:12:41 +0000 2018	",1019963241139646470,"	7342	direct_eyewitness	The rain is starting again. I m afraid it will flood the streets we go on the way to school... #WalangPasok  city_pinas
